"","kingdom","phylum","class","order","family","genus","species"
"ASV_10102","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Calyptella","s__gibbosa"
"ASV_10103",NA,NA,NA,NA,NA,NA,NA
"ASV_10104",NA,NA,NA,NA,NA,NA,NA
"ASV_10105","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cortinariaceae","g__Cortinarius",NA
"ASV_10106",NA,NA,NA,NA,NA,NA,NA
"ASV_10107",NA,NA,NA,NA,NA,NA,NA
"ASV_10108","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"ASV_10109",NA,NA,NA,NA,NA,NA,NA
"ASV_10110",NA,NA,NA,NA,NA,NA,NA
"ASV_10111",NA,NA,NA,NA,NA,NA,NA
"ASV_10112",NA,NA,NA,NA,NA,NA,NA
"ASV_10113",NA,NA,NA,NA,NA,NA,NA
"ASV_10114","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Conocybe","s__coprophila"
"ASV_10115","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Poaceascoma","s__helicoides"
"ASV_10116","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales",NA,NA,NA
"ASV_10117",NA,NA,NA,NA,NA,NA,NA
"ASV_10118",NA,NA,NA,NA,NA,NA,NA
"ASV_10119",NA,NA,NA,NA,NA,NA,NA
"ASV_10120",NA,NA,NA,NA,NA,NA,NA
"ASV_10121",NA,NA,NA,NA,NA,NA,NA
"ASV_10122",NA,NA,NA,NA,NA,NA,NA
"ASV_10123",NA,NA,NA,NA,NA,NA,NA
"ASV_10124",NA,NA,NA,NA,NA,NA,NA
"ASV_10125","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Stropharia",NA
"ASV_10126",NA,NA,NA,NA,NA,NA,NA
"ASV_10127","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Cunninghamellaceae",NA,NA
"ASV_10128",NA,NA,NA,NA,NA,NA,NA
"ASV_10129",NA,NA,NA,NA,NA,NA,NA
"ASV_10130","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Ophiosphaerella",NA
"ASV_10131","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Zymoseptoria",NA
"ASV_10132",NA,NA,NA,NA,NA,NA,NA
"ASV_10133",NA,NA,NA,NA,NA,NA,NA
"ASV_10134",NA,NA,NA,NA,NA,NA,NA
"ASV_10135",NA,NA,NA,NA,NA,NA,NA
"ASV_10136",NA,NA,NA,NA,NA,NA,NA
"ASV_10137",NA,NA,NA,NA,NA,NA,NA
"ASV_10138",NA,NA,NA,NA,NA,NA,NA
"ASV_10139","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium",NA
"ASV_10140",NA,NA,NA,NA,NA,NA,NA
"ASV_10141",NA,NA,NA,NA,NA,NA,NA
"ASV_10142","k__Fungi","p__Aphelidiomycota","c__Aphelidiomycetes","o__Aphelidiales","f__Aphelidiales_fam_Incertae_sedis","g__Paraphelidium",NA
"ASV_10143",NA,NA,NA,NA,NA,NA,NA
"ASV_10144",NA,NA,NA,NA,NA,NA,NA
"ASV_10145",NA,NA,NA,NA,NA,NA,NA
"ASV_10146",NA,NA,NA,NA,NA,NA,NA
"ASV_10147","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Coprinus","s__cordisporus"
"ASV_10148","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ASV_10149",NA,NA,NA,NA,NA,NA,NA
"ASV_10150",NA,NA,NA,NA,NA,NA,NA
"ASV_10151",NA,NA,NA,NA,NA,NA,NA
"ASV_10152","k__Fungi","p__Chytridiomycota","c__GS13","o__GS13_ord_Incertae_sedis","f__GS13_fam_Incertae_sedis","g__GS13_gen_Incertae_sedis",NA
"ASV_10153",NA,NA,NA,NA,NA,NA,NA
"ASV_10154",NA,NA,NA,NA,NA,NA,NA
"ASV_10155","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Dothideomycetes_fam_Incertae_sedis","g__Peltaster",NA
"ASV_10156",NA,NA,NA,NA,NA,NA,NA
"ASV_10157","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__floriforme"
"ASV_10158",NA,NA,NA,NA,NA,NA,NA
"ASV_10159","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Disciseda",NA
"ASV_10160","k__Fungi","p__Kickxellomycota","c__GS19","o__GS19_ord_Incertae_sedis","f__GS19_fam_Incertae_sedis","g__GS19_gen_Incertae_sedis",NA
"ASV_10161","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"ASV_10162",NA,NA,NA,NA,NA,NA,NA
"ASV_10163","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucaria",NA
"ASV_10164",NA,NA,NA,NA,NA,NA,NA
"ASV_10165",NA,NA,NA,NA,NA,NA,NA
"ASV_10166",NA,NA,NA,NA,NA,NA,NA
"ASV_10167",NA,NA,NA,NA,NA,NA,NA
"ASV_10168",NA,NA,NA,NA,NA,NA,NA
"ASV_10169","k__Fungi","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA
"ASV_10170","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ASV_10171","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Sebacina",NA
"ASV_10172","k__Fungi","p__Basidiomycota","c__Dacrymycetes","o__Dacrymycetales","f__Dacrymycetaceae","g__Dacryopinax","s__elegans"
"ASV_10173",NA,NA,NA,NA,NA,NA,NA
"ASV_10174","k__Fungi","p__Basidiobolomycota","c__Basidiobolomycetes","o__Basidiobolales","f__Basidiobolales_fam_Incertae_sedis","g__Basidiobolales_gen_Incertae_sedis",NA
"ASV_10175","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Fragilariales","f__Fragilariaceae","g__Tabularia",NA
"ASV_10176","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Trametes","s__hirsuta"
"ASV_10177",NA,NA,NA,NA,NA,NA,NA
"ASV_10178",NA,NA,NA,NA,NA,NA,NA
"ASV_10179","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__albobadia"
"ASV_10180","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulales_fam_Incertae_sedis","g__Russulales_gen_Incertae_sedis",NA
"ASV_10181","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Leptospora",NA
"ASV_10182",NA,NA,NA,NA,NA,NA,NA
"ASV_10183",NA,NA,NA,NA,NA,NA,NA
"ASV_10184","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Stropharia","s__cyanea"
"ASV_10185",NA,NA,NA,NA,NA,NA,NA
"ASV_10186","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_10187",NA,NA,NA,NA,NA,NA,NA
"ASV_10188",NA,NA,NA,NA,NA,NA,NA
"ASV_10189",NA,NA,NA,NA,NA,NA,NA
"ASV_10190","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Rachicladosporium",NA
"ASV_10191",NA,NA,NA,NA,NA,NA,NA
"ASV_10192",NA,NA,NA,NA,NA,NA,NA
"ASV_10193","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Apenidiella",NA
"ASV_10194","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae","g__Sistotrema","s__brinkmannii"
"ASV_10195",NA,NA,NA,NA,NA,NA,NA
"ASV_10196",NA,NA,NA,NA,NA,NA,NA
"ASV_10197",NA,NA,NA,NA,NA,NA,NA
"ASV_10198",NA,NA,NA,NA,NA,NA,NA
"ASV_10199",NA,NA,NA,NA,NA,NA,NA
"ASV_10200","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Eremomycetaceae","g__Eremomycetaceae_gen_Incertae_sedis",NA
"ASV_10201",NA,NA,NA,NA,NA,NA,NA
"ASV_10202",NA,NA,NA,NA,NA,NA,NA
"ASV_10203",NA,NA,NA,NA,NA,NA,NA
"ASV_10204",NA,NA,NA,NA,NA,NA,NA
"ASV_10205","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Lycoperdon",NA
"ASV_10206",NA,NA,NA,NA,NA,NA,NA
"ASV_10207","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Mallocybe","s__heimii"
"ASV_10208","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__brunnea"
"ASV_10209","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Microstromatales","f__Microstromataceae","g__Microstroma",NA
"ASV_10210",NA,NA,NA,NA,NA,NA,NA
"ASV_10211",NA,NA,NA,NA,NA,NA,NA
"ASV_10212",NA,NA,NA,NA,NA,NA,NA
"ASV_10213","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Darksidea",NA
"ASV_10214",NA,NA,NA,NA,NA,NA,NA
"ASV_10215","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Phaeophyscia",NA
"ASV_10216",NA,NA,NA,NA,NA,NA,NA
"ASV_10217","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium",NA
"ASV_10218",NA,NA,NA,NA,NA,NA,NA
"ASV_10219","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae",NA,NA
"ASV_10220","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__botrytis"
"ASV_10221",NA,NA,NA,NA,NA,NA,NA
"ASV_10222",NA,NA,NA,NA,NA,NA,NA
"ASV_10223",NA,NA,NA,NA,NA,NA,NA
"ASV_10224","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae",NA,NA
"ASV_10225","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Serendipitaceae",NA,NA
"ASV_10226","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Gomphales","f__Lentariaceae","g__Kavinia",NA
"ASV_10227",NA,NA,NA,NA,NA,NA,NA
"ASV_10228",NA,NA,NA,NA,NA,NA,NA
"ASV_10229",NA,NA,NA,NA,NA,NA,NA
"ASV_10230","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Amphisphaeriaceae","g__Amphisphaeriaceae_gen_Incertae_sedis",NA
"ASV_10231",NA,NA,NA,NA,NA,NA,NA
"ASV_10232","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricales_fam_Incertae_sedis","g__Granulobasidium","s__vellereum"
"ASV_10233","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeriopsis",NA
"ASV_10234",NA,NA,NA,NA,NA,NA,NA
"ASV_10235","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Acrocalymmaceae","g__Acrocalymma","s__pterocarpi"
"ASV_10236","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Crepidotaceae","g__Crepidotus","s__crocophyllus"
"ASV_10237",NA,NA,NA,NA,NA,NA,NA
"ASV_10238",NA,NA,NA,NA,NA,NA,NA
"ASV_10239",NA,NA,NA,NA,NA,NA,NA
"ASV_10240","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Crepidotaceae","g__Crepidotus","s__subverrucisporus"
"ASV_10241",NA,NA,NA,NA,NA,NA,NA
"ASV_10242","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae","g__Ganoderma","s__applanatum"
"ASV_10243",NA,NA,NA,NA,NA,NA,NA
"ASV_10244",NA,NA,NA,NA,NA,NA,NA
"ASV_10245","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae",NA,NA
"ASV_10246",NA,NA,NA,NA,NA,NA,NA
"ASV_10247",NA,NA,NA,NA,NA,NA,NA
"ASV_10248",NA,NA,NA,NA,NA,NA,NA
"ASV_10249",NA,NA,NA,NA,NA,NA,NA
"ASV_10250",NA,NA,NA,NA,NA,NA,NA
"ASV_10251","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Phaeophyscia",NA
"ASV_10252","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_10253","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Marasmiaceae","g__Marasmiaceae_gen_Incertae_sedis",NA
"ASV_10254","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"ASV_10255",NA,NA,NA,NA,NA,NA,NA
"ASV_10256","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraconiothyrium",NA
"ASV_10257",NA,NA,NA,NA,NA,NA,NA
"ASV_10258",NA,NA,NA,NA,NA,NA,NA
"ASV_10259",NA,NA,NA,NA,NA,NA,NA
"ASV_10260","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Sclerodermataceae","g__Scleroderma","s__polyrhizum"
"ASV_10261",NA,NA,NA,NA,NA,NA,NA
"ASV_10262","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales",NA,NA,NA
"ASV_10263","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Acrocalymmaceae","g__Acrocalymma","s__fici"
"ASV_10264","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Stropharia","s__hardii"
"ASV_10265","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__villosa"
"ASV_10266",NA,NA,NA,NA,NA,NA,NA
"ASV_10267",NA,NA,NA,NA,NA,NA,NA
"ASV_10268",NA,NA,NA,NA,NA,NA,NA
"ASV_10269","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__deliquescens"
"ASV_10270","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella","s__fusca"
"ASV_10271","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Subulicystidium",NA
"ASV_10272",NA,NA,NA,NA,NA,NA,NA
"ASV_10273",NA,NA,NA,NA,NA,NA,NA
"ASV_10274",NA,NA,NA,NA,NA,NA,NA
"ASV_10275",NA,NA,NA,NA,NA,NA,NA
"ASV_10276",NA,NA,NA,NA,NA,NA,NA
"ASV_10277","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Montagnula",NA
"ASV_10278",NA,NA,NA,NA,NA,NA,NA
"ASV_10279",NA,NA,NA,NA,NA,NA,NA
"ASV_10280",NA,NA,NA,NA,NA,NA,NA
"ASV_10281",NA,NA,NA,NA,NA,NA,NA
"ASV_10282",NA,NA,NA,NA,NA,NA,NA
"ASV_10283",NA,NA,NA,NA,NA,NA,NA
"ASV_10284",NA,NA,NA,NA,NA,NA,NA
"ASV_10285",NA,NA,NA,NA,NA,NA,NA
"ASV_10286","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricomycetes_ord_Incertae_sedis","f__Agaricomycetes_fam_Incertae_sedis","g__Dendrothele","s__nivosa"
"ASV_10287","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Stagonosporopsis",NA
"ASV_10288","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Calvatia","s__cyathiformis"
"ASV_10289",NA,NA,NA,NA,NA,NA,NA
"ASV_10290","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Boubovia","s__nicholsonii"
"ASV_10291",NA,NA,NA,NA,NA,NA,NA
"ASV_10292",NA,NA,NA,NA,NA,NA,NA
"ASV_10293","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pulvinulaceae","g__Pulvinulaceae_gen_Incertae_sedis",NA
"ASV_10294","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pluteaceae","g__Pluteus",NA
"ASV_10295",NA,NA,NA,NA,NA,NA,NA
"ASV_10296",NA,NA,NA,NA,NA,NA,NA
"ASV_10297","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Mycenastraceae","g__Mycenastrum","s__corium"
"ASV_10298","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Elasticomyces","s__elasticus"
"ASV_10299",NA,NA,NA,NA,NA,NA,NA
"ASV_10300",NA,NA,NA,NA,NA,NA,NA
"ASV_10301",NA,NA,NA,NA,NA,NA,NA
"ASV_10302",NA,NA,NA,NA,NA,NA,NA
"ASV_10303","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__persica"
"ASV_10304","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Niessliaceae","g__Eucasphaeria",NA
"ASV_10305",NA,NA,NA,NA,NA,NA,NA
"ASV_10306",NA,NA,NA,NA,NA,NA,NA
"ASV_10307",NA,NA,NA,NA,NA,NA,NA
"ASV_10308","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus",NA
"ASV_10309",NA,NA,NA,NA,NA,NA,NA
"ASV_10310",NA,NA,NA,NA,NA,NA,NA
"ASV_10311",NA,NA,NA,NA,NA,NA,NA
"ASV_10312","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbomycetes_ord_Incertae_sedis","f__Agaricostilbomycetes_fam_Incertae_sedis","g__Agaricostilbomycetes_gen_Incertae_sedis",NA
"ASV_10313",NA,NA,NA,NA,NA,NA,NA
"ASV_10314","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma",NA
"ASV_10315",NA,NA,NA,NA,NA,NA,NA
"ASV_10316",NA,NA,NA,NA,NA,NA,NA
"ASV_10317",NA,NA,NA,NA,NA,NA,NA
"ASV_10318",NA,NA,NA,NA,NA,NA,NA
"ASV_10319",NA,NA,NA,NA,NA,NA,NA
"ASV_10320","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Stephanosporaceae","g__Lindtneria",NA
"ASV_10321",NA,NA,NA,NA,NA,NA,NA
"ASV_10322",NA,NA,NA,NA,NA,NA,NA
"ASV_10323",NA,NA,NA,NA,NA,NA,NA
"ASV_10324","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Parateratosphaeria",NA
"ASV_10325","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA
"ASV_10326",NA,NA,NA,NA,NA,NA,NA
"ASV_10327",NA,NA,NA,NA,NA,NA,NA
"ASV_10328",NA,NA,NA,NA,NA,NA,NA
"ASV_10329",NA,NA,NA,NA,NA,NA,NA
"ASV_10330","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Eunotiales","f__Eunotiaceae","g__Eunotia","s__bilunaris"
"ASV_10331","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Coniothyriaceae",NA,NA
"ASV_10332","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_10333",NA,NA,NA,NA,NA,NA,NA
"ASV_10334",NA,NA,NA,NA,NA,NA,NA
"ASV_10335","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia",NA
"ASV_10336",NA,NA,NA,NA,NA,NA,NA
"ASV_10337",NA,NA,NA,NA,NA,NA,NA
"ASV_10338","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"ASV_10339","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Niessliaceae","g__Niesslia","s__mucida"
"ASV_10340","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_10341",NA,NA,NA,NA,NA,NA,NA
"ASV_10342",NA,NA,NA,NA,NA,NA,NA
"ASV_10343","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora","s__symmetrica"
"ASV_10344",NA,NA,NA,NA,NA,NA,NA
"ASV_10345","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Graphostromataceae","g__Biscogniauxia","s__repanda"
"ASV_10346",NA,NA,NA,NA,NA,NA,NA
"ASV_10347",NA,NA,NA,NA,NA,NA,NA
"ASV_10348","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Podosporaceae","g__Podospora","s__intestinacea"
"ASV_10349",NA,NA,NA,NA,NA,NA,NA
"ASV_10350",NA,NA,NA,NA,NA,NA,NA
"ASV_10351","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Podosporaceae","g__Podospora","s__pyriformis"
"ASV_10352",NA,NA,NA,NA,NA,NA,NA
"ASV_10353",NA,NA,NA,NA,NA,NA,NA
"ASV_10354",NA,NA,NA,NA,NA,NA,NA
"ASV_10355","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella",NA
"ASV_10356",NA,NA,NA,NA,NA,NA,NA
"ASV_10357",NA,NA,NA,NA,NA,NA,NA
"ASV_10358",NA,NA,NA,NA,NA,NA,NA
"ASV_10359","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Conocybe",NA
"ASV_10360","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Crepidotaceae","g__Crepidotus","s__subverrucisporus"
"ASV_10361","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaeta",NA
"ASV_10362","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala",NA
"ASV_10363","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella","s__hirta"
"ASV_10364",NA,NA,NA,NA,NA,NA,NA
"ASV_10365",NA,NA,NA,NA,NA,NA,NA
"ASV_10366",NA,NA,NA,NA,NA,NA,NA
"ASV_10367","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Conocybe","s__macrospora"
"ASV_10368","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Chaetomellaceae","g__Pilidium",NA
"ASV_10369",NA,NA,NA,NA,NA,NA,NA
"ASV_10370",NA,NA,NA,NA,NA,NA,NA
"ASV_10371","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Comoclathris",NA
"ASV_10372","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulales_fam_Incertae_sedis","g__Russulales_gen_Incertae_sedis",NA
"ASV_10373","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor",NA
"ASV_10374","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Stomiopeltis","s__syzygii"
"ASV_10375","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Efibula",NA
"ASV_10376","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Acrocalymmaceae","g__Acrocalymma","s__pterocarpi"
"ASV_10377",NA,NA,NA,NA,NA,NA,NA
"ASV_10378",NA,NA,NA,NA,NA,NA,NA
"ASV_10379",NA,NA,NA,NA,NA,NA,NA
"ASV_10380",NA,NA,NA,NA,NA,NA,NA
"ASV_10381",NA,NA,NA,NA,NA,NA,NA
"ASV_10382",NA,NA,NA,NA,NA,NA,NA
"ASV_10383",NA,NA,NA,NA,NA,NA,NA
"ASV_10384",NA,NA,NA,NA,NA,NA,NA
"ASV_10385","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Parafenestella","s__salicis"
"ASV_10386","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"ASV_10387",NA,NA,NA,NA,NA,NA,NA
"ASV_10388",NA,NA,NA,NA,NA,NA,NA
"ASV_10389",NA,NA,NA,NA,NA,NA,NA
"ASV_10390","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae",NA,NA
"ASV_10391",NA,NA,NA,NA,NA,NA,NA
"ASV_10392",NA,NA,NA,NA,NA,NA,NA
"ASV_10393",NA,NA,NA,NA,NA,NA,NA
"ASV_10394",NA,NA,NA,NA,NA,NA,NA
"ASV_10395","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__brunneocapillatum"
"ASV_10396","k__Stramenopila","p__Oomycota","c__Oomycetes","o__Pythiales","f__Pythiogetonaceae","g__Pythiogeton",NA
"ASV_10397",NA,NA,NA,NA,NA,NA,NA
"ASV_10398",NA,NA,NA,NA,NA,NA,NA
"ASV_10399","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Marasmiaceae","g__Marasmius",NA
"ASV_10400","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__saundersii"
"ASV_10401",NA,NA,NA,NA,NA,NA,NA
"ASV_10402",NA,NA,NA,NA,NA,NA,NA
"ASV_10403",NA,NA,NA,NA,NA,NA,NA
"ASV_10404",NA,NA,NA,NA,NA,NA,NA
"ASV_10405",NA,NA,NA,NA,NA,NA,NA
"ASV_10406",NA,NA,NA,NA,NA,NA,NA
"ASV_10407",NA,NA,NA,NA,NA,NA,NA
"ASV_10408",NA,NA,NA,NA,NA,NA,NA
