"","ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"11989","ASV_11989",NA,NA,NA,NA,NA,NA,NA
"11990","ASV_11990","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Stephanosporaceae","g__Cristinia",NA
"11991","ASV_11991",NA,NA,NA,NA,NA,NA,NA
"11992","ASV_11992",NA,NA,NA,NA,NA,NA,NA
"11993","ASV_11993",NA,NA,NA,NA,NA,NA,NA
"11994","ASV_11994","k__Fungi",NA,NA,NA,NA,NA,NA
"11995","ASV_11995",NA,NA,NA,NA,NA,NA,NA
"11996","ASV_11996","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"11997","ASV_11997","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Neocladophialophora","s__quercina"
"11998","ASV_11998",NA,NA,NA,NA,NA,NA,NA
"11999","ASV_11999",NA,NA,NA,NA,NA,NA,NA
"12000","ASV_12000","k__Cryptista","p__Katablepharidophyta","c__Katablepharidophyta_cls_Incertae_sedis","o__Katablepharidophyta_ord_Incertae_sedis","f__Katablepharidophyta_fam_Incertae_sedis","g__Katablepharidophyta_gen_Incertae_sedis",NA
"12001","ASV_12001",NA,NA,NA,NA,NA,NA,NA
"12002","ASV_12002",NA,NA,NA,NA,NA,NA,NA
"12003","ASV_12003","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeodothis",NA
"12004","ASV_12004",NA,NA,NA,NA,NA,NA,NA
"12005","ASV_12005",NA,NA,NA,NA,NA,NA,NA
"12006","ASV_12006","k__Fungi",NA,NA,NA,NA,NA,NA
"12007","ASV_12007","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"12008","ASV_12008","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Plicaria",NA
"12009","ASV_12009","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae",NA,NA
"12010","ASV_12010","k__Fungi",NA,NA,NA,NA,NA,NA
"12011","ASV_12011","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__flava"
"12012","ASV_12012","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Polydesmia","s__pruinosa"
"12013","ASV_12013","k__Fungi","p__Basidiomycota","c__Basidiomycota_cls_Incertae_sedis","o__Basidiomycota_ord_Incertae_sedis","f__Basidiomycota_fam_Incertae_sedis","g__Basidiomycota_gen_Incertae_sedis",NA
"12014","ASV_12014",NA,NA,NA,NA,NA,NA,NA
"12015","ASV_12015","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Endocarpon","s__neopallidulum"
"12016","ASV_12016",NA,NA,NA,NA,NA,NA,NA
"12017","ASV_12017","k__Fungi",NA,NA,NA,NA,NA,NA
"12018","ASV_12018","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"12019","ASV_12019","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetidae_ord_Incertae_sedis","f__Pseudoperisporiaceae","g__Eudimeriolum",NA
"12020","ASV_12020",NA,NA,NA,NA,NA,NA,NA
"12021","ASV_12021","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Hyphodermella","s__rosae"
"12022","ASV_12022",NA,NA,NA,NA,NA,NA,NA
"12023","ASV_12023",NA,NA,NA,NA,NA,NA,NA
"12024","ASV_12024",NA,NA,NA,NA,NA,NA,NA
"12025","ASV_12025",NA,NA,NA,NA,NA,NA,NA
"12026","ASV_12026",NA,NA,NA,NA,NA,NA,NA
"12027","ASV_12027",NA,NA,NA,NA,NA,NA,NA
"12028","ASV_12028","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae",NA,NA
"12029","ASV_12029",NA,NA,NA,NA,NA,NA,NA
"12030","ASV_12030",NA,NA,NA,NA,NA,NA,NA
"12031","ASV_12031","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Arthoniales","f__Arthoniaceae","g__Arthonia","s__apatetica"
"12032","ASV_12032","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Stropharia","s__melanosperma"
"12033","ASV_12033","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"12034","ASV_12034",NA,NA,NA,NA,NA,NA,NA
"12035","ASV_12035",NA,NA,NA,NA,NA,NA,NA
"12036","ASV_12036","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Neodevriesia","s__poagena"
"12037","ASV_12037","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__pseudofriesii"
"12038","ASV_12038",NA,NA,NA,NA,NA,NA,NA
"12039","ASV_12039",NA,NA,NA,NA,NA,NA,NA
"12040","ASV_12040","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Tetracladium","s__ellipsoideum"
"12041","ASV_12041","k__Heterolobosa","p__Heterolobosa_phy_Incertae_sedis","c__Heterolobosa_cls_Incertae_sedis","o__Heterolobosa_ord_Incertae_sedis","f__Heterolobosa_fam_Incertae_sedis","g__Heterolobosa_gen_Incertae_sedis",NA
"12042","ASV_12042","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Hyphodermataceae","g__Hyphoderma","s__prosopidis"
"12043","ASV_12043",NA,NA,NA,NA,NA,NA,NA
"12044","ASV_12044","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala",NA
"12045","ASV_12045","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"12046","ASV_12046","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Lachnocladiaceae","g__Dichostereum","s__pallescens"
"12047","ASV_12047","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Sarcinomyces",NA
"12048","ASV_12048",NA,NA,NA,NA,NA,NA,NA
"12049","ASV_12049","k__Fungi",NA,NA,NA,NA,NA,NA
"12050","ASV_12050","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus",NA
"12051","ASV_12051","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon",NA
"12052","ASV_12052","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__saundersii"
"12053","ASV_12053","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Bolbitiaceae_gen_Incertae_sedis",NA
"12054","ASV_12054",NA,NA,NA,NA,NA,NA,NA
"12055","ASV_12055",NA,NA,NA,NA,NA,NA,NA
"12056","ASV_12056",NA,NA,NA,NA,NA,NA,NA
"12057","ASV_12057","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Chaetosphaeronema",NA
"12058","ASV_12058","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__tephrensis"
"12059","ASV_12059",NA,NA,NA,NA,NA,NA,NA
"12060","ASV_12060","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala",NA
"12061","ASV_12061","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium","s__oberjochense"
"12062","ASV_12062","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae","g__Membranomyces","s__spurius"
"12063","ASV_12063",NA,NA,NA,NA,NA,NA,NA
"12064","ASV_12064",NA,NA,NA,NA,NA,NA,NA
"12065","ASV_12065",NA,NA,NA,NA,NA,NA,NA
"12066","ASV_12066",NA,NA,NA,NA,NA,NA,NA
"12067","ASV_12067","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"12068","ASV_12068","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Stagonospora","s__pseudovitensis"
"12069","ASV_12069",NA,NA,NA,NA,NA,NA,NA
"12070","ASV_12070","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"12071","ASV_12071","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Zygophlyctidales","f__Zygophlyctidales_fam_Incertae_sedis","g__Zygophlyctidales_gen_Incertae_sedis",NA
"12072","ASV_12072",NA,NA,NA,NA,NA,NA,NA
"12073","ASV_12073",NA,NA,NA,NA,NA,NA,NA
"12074","ASV_12074",NA,NA,NA,NA,NA,NA,NA
"12075","ASV_12075",NA,NA,NA,NA,NA,NA,NA
"12076","ASV_12076","k__Stramenopila","p__Oomycota","c__Oomycetes","o__Pythiales","f__Pythiales_fam_Incertae_sedis","g__Pythiales_gen_Incertae_sedis",NA
"12077","ASV_12077",NA,NA,NA,NA,NA,NA,NA
"12078","ASV_12078",NA,NA,NA,NA,NA,NA,NA
"12079","ASV_12079","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeodothis",NA
"12080","ASV_12080","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae","g__Ascobolus","s__foliicola"
"12081","ASV_12081",NA,NA,NA,NA,NA,NA,NA
"12082","ASV_12082",NA,NA,NA,NA,NA,NA,NA
"12083","ASV_12083",NA,NA,NA,NA,NA,NA,NA
"12084","ASV_12084",NA,NA,NA,NA,NA,NA,NA
"12085","ASV_12085",NA,NA,NA,NA,NA,NA,NA
"12086","ASV_12086","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Subplenodomus","s__violicola"
"12087","ASV_12087","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae",NA,NA
"12088","ASV_12088",NA,NA,NA,NA,NA,NA,NA
"12089","ASV_12089",NA,NA,NA,NA,NA,NA,NA
"12090","ASV_12090","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Diaporthaceae","g__Diaporthe","s__miriciae"
"12091","ASV_12091","k__Fungi","p__Basidiomycota","c__Spiculogloeomycetes","o__Spiculogloeales","f__Spiculogloeales_fam_Incertae_sedis","g__Spiculogloeales_gen_Incertae_sedis",NA
"12092","ASV_12092","k__Fungi","p__Aphelidiomycota","c__Aphelidiomycetes","o__Aphelidiomycetes_ord_Incertae_sedis","f__Aphelidiomycetes_fam_Incertae_sedis","g__Aphelidiomycetes_gen_Incertae_sedis",NA
"12093","ASV_12093","k__Fungi",NA,NA,NA,NA,NA,NA
"12094","ASV_12094",NA,NA,NA,NA,NA,NA,NA
"12095","ASV_12095",NA,NA,NA,NA,NA,NA,NA
"12096","ASV_12096","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA
"12097","ASV_12097",NA,NA,NA,NA,NA,NA,NA
"12098","ASV_12098",NA,NA,NA,NA,NA,NA,NA
"12099","ASV_12099",NA,NA,NA,NA,NA,NA,NA
"12100","ASV_12100","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"12101","ASV_12101",NA,NA,NA,NA,NA,NA,NA
"12102","ASV_12102","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__guiyangensis"
"12103","ASV_12103",NA,NA,NA,NA,NA,NA,NA
"12104","ASV_12104","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Lichenostigmatales","f__Phaeococcomycetaceae","g__Phaeococcomyces",NA
"12105","ASV_12105","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Keissleriella","s__taminensis"
"12106","ASV_12106",NA,NA,NA,NA,NA,NA,NA
"12107","ASV_12107","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Schizoparmaceae","g__Coniella","s__lustricola"
"12108","ASV_12108","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__flavescens"
"12109","ASV_12109",NA,NA,NA,NA,NA,NA,NA
"12110","ASV_12110","k__Fungi","p__Basidiomycota","c__Basidiomycota_cls_Incertae_sedis","o__Basidiomycota_ord_Incertae_sedis","f__Basidiomycota_fam_Incertae_sedis","g__Basidiomycota_gen_Incertae_sedis",NA
"12111","ASV_12111",NA,NA,NA,NA,NA,NA,NA
"12112","ASV_12112",NA,NA,NA,NA,NA,NA,NA
"12113","ASV_12113",NA,NA,NA,NA,NA,NA,NA
"12114","ASV_12114",NA,NA,NA,NA,NA,NA,NA
"12115","ASV_12115","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeodothis",NA
"12116","ASV_12116",NA,NA,NA,NA,NA,NA,NA
"12117","ASV_12117","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina","s__tormentillae"
"12118","ASV_12118","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis",NA
"12119","ASV_12119",NA,NA,NA,NA,NA,NA,NA
"12120","ASV_12120","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"12121","ASV_12121","k__Stramenopila","p__Oomycota","c__Oomycetes","o__Pythiales","f__Pythiaceae","g__Pythium",NA
"12122","ASV_12122",NA,NA,NA,NA,NA,NA,NA
"12123","ASV_12123",NA,NA,NA,NA,NA,NA,NA
"12124","ASV_12124","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Heterocephalacria","s__gelida"
"12125","ASV_12125","k__Fungi",NA,NA,NA,NA,NA,NA
"12126","ASV_12126","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Microdiplodia",NA
"12127","ASV_12127",NA,NA,NA,NA,NA,NA,NA
"12128","ASV_12128","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium","s__slooffiae"
"12129","ASV_12129","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"12130","ASV_12130","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Urocystidales","f__Glomosporiaceae","g__Thecaphora",NA
"12131","ASV_12131","k__Fungi",NA,NA,NA,NA,NA,NA
"12132","ASV_12132",NA,NA,NA,NA,NA,NA,NA
"12133","ASV_12133","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"12134","ASV_12134",NA,NA,NA,NA,NA,NA,NA
"12135","ASV_12135",NA,NA,NA,NA,NA,NA,NA
"12136","ASV_12136","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Achroiostachys","s__levigata"
"12137","ASV_12137","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora","s__oryzicola"
"12138","ASV_12138","k__Glaucocystoplantae","p__Glaucocystophyta","c__Glaucocystophyta_cls_Incertae_sedis","o__Glaucocystophyta_ord_Incertae_sedis","f__Glaucocystophyta_fam_Incertae_sedis","g__Glaucocystophyta_gen_Incertae_sedis",NA
"12139","ASV_12139",NA,NA,NA,NA,NA,NA,NA
"12140","ASV_12140",NA,NA,NA,NA,NA,NA,NA
"12141","ASV_12141","k__Fungi",NA,NA,NA,NA,NA,NA
"12142","ASV_12142",NA,NA,NA,NA,NA,NA,NA
"12143","ASV_12143",NA,NA,NA,NA,NA,NA,NA
"12144","ASV_12144","k__Fungi","p__Mortierellomycota","c__Mortierellomycota_cls_Incertae_sedis","o__Mortierellomycota_ord_Incertae_sedis","f__Mortierellomycota_fam_Incertae_sedis","g__Mortierellomycota_gen_Incertae_sedis",NA
"12145","ASV_12145",NA,NA,NA,NA,NA,NA,NA
"12146","ASV_12146","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__fusispora"
"12147","ASV_12147",NA,NA,NA,NA,NA,NA,NA
"12148","ASV_12148","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"12149","ASV_12149",NA,NA,NA,NA,NA,NA,NA
"12150","ASV_12150","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae","g__Ascobolaceae_gen_Incertae_sedis",NA
"12151","ASV_12151","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Dictyosporium","s__stellatum"
"12152","ASV_12152","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Dendryphiella","s__phitsanulokensis"
"12153","ASV_12153","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Deconica","s__crobula"
"12154","ASV_12154","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Cystoagaricus",NA
"12155","ASV_12155",NA,NA,NA,NA,NA,NA,NA
"12156","ASV_12156","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Crepidotaceae","g__Crepidotus","s__applanatus"
"12157","ASV_12157","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"12158","ASV_12158",NA,NA,NA,NA,NA,NA,NA
"12159","ASV_12159",NA,NA,NA,NA,NA,NA,NA
"12160","ASV_12160",NA,NA,NA,NA,NA,NA,NA
"12161","ASV_12161",NA,NA,NA,NA,NA,NA,NA
"12162","ASV_12162","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricales_fam_Incertae_sedis","g__Granulobasidium","s__vellereum"
"12163","ASV_12163","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetaceae","g__Hymenochaete","s__tenuis"
"12164","ASV_12164","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Lachnocladiaceae","g__Dichostereum",NA
"12165","ASV_12165",NA,NA,NA,NA,NA,NA,NA
"12166","ASV_12166","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Alfaria",NA
"12167","ASV_12167",NA,NA,NA,NA,NA,NA,NA
"12168","ASV_12168","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Dothideomycetes_fam_Incertae_sedis","g__Radulidium","s__subulatum"
"12169","ASV_12169","k__Apusozoa","p__Apusozoa_phy_Incertae_sedis","c__Apusozoa_cls_Incertae_sedis","o__Apusozoa_ord_Incertae_sedis","f__Apusozoa_fam_Incertae_sedis","g__Apusozoa_gen_Incertae_sedis",NA
"12170","ASV_12170","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"12171","ASV_12171","k__Fungi",NA,NA,NA,NA,NA,NA
"12172","ASV_12172",NA,NA,NA,NA,NA,NA,NA
"12173","ASV_12173","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"12174","ASV_12174",NA,NA,NA,NA,NA,NA,NA
"12175","ASV_12175",NA,NA,NA,NA,NA,NA,NA
"12176","ASV_12176","k__Fungi",NA,NA,NA,NA,NA,NA
"12177","ASV_12177","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"12178","ASV_12178",NA,NA,NA,NA,NA,NA,NA
"12179","ASV_12179",NA,NA,NA,NA,NA,NA,NA
"12180","ASV_12180",NA,NA,NA,NA,NA,NA,NA
"12181","ASV_12181","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Rickenellaceae","g__Peniophorella","s__pubera"
"12182","ASV_12182","k__Fungi",NA,NA,NA,NA,NA,NA
"12183","ASV_12183","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__nidicola"
"12184","ASV_12184",NA,NA,NA,NA,NA,NA,NA
"12185","ASV_12185",NA,NA,NA,NA,NA,NA,NA
"12186","ASV_12186",NA,NA,NA,NA,NA,NA,NA
"12187","ASV_12187",NA,NA,NA,NA,NA,NA,NA
"12188","ASV_12188",NA,NA,NA,NA,NA,NA,NA
"12189","ASV_12189",NA,NA,NA,NA,NA,NA,NA
"12190","ASV_12190",NA,NA,NA,NA,NA,NA,NA
"12191","ASV_12191","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__sowerbyi"
"12192","ASV_12192","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Urocystidales","f__Glomosporiaceae","g__Thecaphora",NA
"12193","ASV_12193",NA,NA,NA,NA,NA,NA,NA
"12194","ASV_12194","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Teratosphaeriaceae_gen_Incertae_sedis",NA
"12195","ASV_12195",NA,NA,NA,NA,NA,NA,NA
"12196","ASV_12196","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor",NA
"12197","ASV_12197",NA,NA,NA,NA,NA,NA,NA
"12198","ASV_12198","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Pulvinula",NA
"12199","ASV_12199","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe","s__venerabilis"
"12200","ASV_12200","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma",NA
"12201","ASV_12201",NA,NA,NA,NA,NA,NA,NA
"12202","ASV_12202",NA,NA,NA,NA,NA,NA,NA
"12203","ASV_12203",NA,NA,NA,NA,NA,NA,NA
"12204","ASV_12204",NA,NA,NA,NA,NA,NA,NA
"12205","ASV_12205",NA,NA,NA,NA,NA,NA,NA
"12206","ASV_12206","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neodevriesiaceae","g__Neodevriesia","s__kalakoutskii"
"12207","ASV_12207","k__Apusozoa","p__Apusozoa_phy_Incertae_sedis","c__Apusozoa_cls_Incertae_sedis","o__Apusozoa_ord_Incertae_sedis","f__Apusozoa_fam_Incertae_sedis","g__Apusozoa_gen_Incertae_sedis",NA
"12208","ASV_12208","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Testudinaceae","g__Ulospora",NA
"12209","ASV_12209","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus",NA
"12210","ASV_12210",NA,NA,NA,NA,NA,NA,NA
"12211","ASV_12211",NA,NA,NA,NA,NA,NA,NA
"12212","ASV_12212","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Boletaceae","g__Caloboletus","s__marshii"
"12213","ASV_12213",NA,NA,NA,NA,NA,NA,NA
"12214","ASV_12214","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Kalmusia","s__utahensis"
"12215","ASV_12215",NA,NA,NA,NA,NA,NA,NA
"12216","ASV_12216",NA,NA,NA,NA,NA,NA,NA
"12217","ASV_12217",NA,NA,NA,NA,NA,NA,NA
"12218","ASV_12218","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella","s__panaeoloides"
"12219","ASV_12219","k__Fungi","p__Rozellomycota","c__Rozellomycota_cls_Incertae_sedis","o__Rozellomycota_ord_Incertae_sedis","f__Rozellomycota_fam_Incertae_sedis","g__Rozellomycota_gen_Incertae_sedis",NA
"12220","ASV_12220","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Limonomyces",NA
"12221","ASV_12221",NA,NA,NA,NA,NA,NA,NA
"12222","ASV_12222","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Kondoa",NA
"12223","ASV_12223",NA,NA,NA,NA,NA,NA,NA
"12224","ASV_12224",NA,NA,NA,NA,NA,NA,NA
"12225","ASV_12225",NA,NA,NA,NA,NA,NA,NA
"12226","ASV_12226",NA,NA,NA,NA,NA,NA,NA
"12227","ASV_12227",NA,NA,NA,NA,NA,NA,NA
"12228","ASV_12228","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Culbersonia","s__nubila"
"12229","ASV_12229","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__granulosus"
"12230","ASV_12230",NA,NA,NA,NA,NA,NA,NA
"12231","ASV_12231",NA,NA,NA,NA,NA,NA,NA
"12232","ASV_12232",NA,NA,NA,NA,NA,NA,NA
"12233","ASV_12233","k__Fungi",NA,NA,NA,NA,NA,NA
"12234","ASV_12234",NA,NA,NA,NA,NA,NA,NA
"12235","ASV_12235",NA,NA,NA,NA,NA,NA,NA
"12236","ASV_12236",NA,NA,NA,NA,NA,NA,NA
"12237","ASV_12237","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus",NA
"12238","ASV_12238","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Dactylella","s__intermedia"
"12239","ASV_12239",NA,NA,NA,NA,NA,NA,NA
"12240","ASV_12240",NA,NA,NA,NA,NA,NA,NA
"12241","ASV_12241","k__Fungi",NA,NA,NA,NA,NA,NA
"12242","ASV_12242","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__scobicola"
"12243","ASV_12243","k__Fungi",NA,NA,NA,NA,NA,NA
"12244","ASV_12244",NA,NA,NA,NA,NA,NA,NA
"12245","ASV_12245","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Leptosphaeria","s__maculans"
"12246","ASV_12246",NA,NA,NA,NA,NA,NA,NA
"12247","ASV_12247",NA,NA,NA,NA,NA,NA,NA
"12248","ASV_12248",NA,NA,NA,NA,NA,NA,NA
"12249","ASV_12249",NA,NA,NA,NA,NA,NA,NA
"12250","ASV_12250","k__Fungi",NA,NA,NA,NA,NA,NA
"12251","ASV_12251",NA,NA,NA,NA,NA,NA,NA
"12252","ASV_12252",NA,NA,NA,NA,NA,NA,NA
"12253","ASV_12253",NA,NA,NA,NA,NA,NA,NA
"12254","ASV_12254","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Steccherinaceae","g__Fibricium",NA
"12255","ASV_12255","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Serendipitaceae","g__Serendipita",NA
