"","01m01_B","01m01_L","01m01_S","01m02_B","01m02_L","01m02_S","01m03_B","01m03_L","01m03_S","01m04_B","01m04_L","01m04_S","01m05_B","01m05_L","01m05_S","01m06_B","01m06_L","01m06_S","02m01_B","02m01_L","02m01_S","02m02_B","02m02_L","02m02_S","02m03_B","02m03_L","02m03_S","02m04_L","02m04_S","02m05_B","02m05_L","02m06_B","02m06_L","02m06_S","02m07_B","02m07_L","02m07_S","02m08_L","02m08_S","02m09_B","02m09_L","02m09_S","02m10_B","02m10_L","02m10_S","02m11_B","02m11_S","04m01_B","04m01_L","04m01_S","04m02_B","04m02_L","04m02_S","04m03_B","04m03_L","04m03_S","04m04_B","04m04_L","04m04_S","04m05_B","04m05_L","04m05_S","04m06_B","04m06_L","04m06_S","04m07_L","04m07_S","04m08_L","04m08_S","04m09_B","04m09_L","04m09_S","04m10_B","04m10_L","04m10_S","04m11_B","04m11_L","04m11_S","04m12_B","04m12_L","04m12_S","04m13_B","04m13_L","04m13_S","04t01_B","04t01_L","04t01_S","04t02_B","04t02_L","04t02_S","04w01_B","04w01_L","04w01_S","04w02_B","04w02_L","04w02_S","04w03_B","04w03_L","04w03_S","04w04_L","04w04_S","20m01_L","20m01_S","20m02_B","20m02_L","20m02_S","20m03_B","20m03_L","20m03_S","20m04_B","20m04_L","20m04_S","20m05_B","20m05_L","20m05_S","sfm01_B","sfm01_L","sfm01_S","sfm02_B","sfm02_L","sfm02_S","sfm03_B","sfm03_L","sfm03_S","sfm04_B","sfm04_L","sfm04_S","sfm05_B","sfm05_L","sfm05_S","sfm06_B","sfm06_L","sfm06_S","sfm07_B","sfm07_L","sfm07_S","Sft01_B","Sft01_L","Sft01_S","Sft02_B","Sft02_L","Sft02_S"
"f__Aphelidiomycetes_fam_Incertae_sedis",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,9,1,4,0,0,38,0,0,0,0,0,0,0,138,0,0,0,0,2,0,0,0,0,0,19,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0
"f__Hysteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,32,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"f__Kondoaceae",0,27,0,2,1,0,0,0,0,0,0,0,0,22,0,0,43,3,0,2,0,0,5,0,72,22,0,8,0,1,2,21,6,0,7,118,0,84,0,0,8,0,0,0,1,0,1,0,0,0,0,124,0,0,8,2,0,3,0,0,9,14,0,14,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,26,0,7,32,0,2,3,0,0,69,0,0,18,0,0,13,2,181,0,135,0,0,0,0,0,37,0,1,4,0,0,10,0,5,2,9,5,11,0,0,110,0,0,15,6,5,7,0,0,2,4,4,12,0,5,0,0,5,28,0
"f__Neocelosporiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Geminibasidiaceae",0,0,0,0,0,11,0,0,0,0,0,30,0,4,0,0,0,10,0,0,0,0,0,19,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,18,0,0,14,0,0,0,0,0,0,9,0,0,13,0,0,15,0,0,45,0,2,0,0,0,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,18
"f__Trichosphaeriaceae",0,2,0,0,0,0,0,11,0,0,7,0,0,4,10,0,11,0,0,4,0,0,0,1,0,0,0,3,0,0,0,8,0,0,0,0,3,0,2,0,0,0,0,0,12,29,0,11,0,4,0,0,0,12,0,0,10,3,0,0,13,0,0,0,0,5,0,3,0,0,0,0,7,0,0,7,0,8,0,0,0,0,2,0,0,3,0,5,0,3,20,0,58,0,18,7,0,0,3,7,0,5,11,15,0,1,0,0,2,0,0,0,0,0,0,8,0,0,0,2,4,6,1,0,0,0,0,0,0,0,0,5,0,4,3,0,50,61,4,6,20,0
"f__Botryochloridaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,21,0,110,0,1,0,19,13,0,0,0,8,74,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,14,0,0,15,0,0,11,0,0,0,7,6,4,0,0,10,0,12,0,0,0,20,0,0,0,13,0,0,0,18,0,0,0,10,0,3,0,2,0,0,1,0,0,0,6,0,0,0,0,0,0,0,39,0,0,18,0,0,6,14,0,12,2,0,9
"f__Pleurochloridaceae",0,0,0,17,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,5,0,3,0,0,0,0,0,10,0,0,0,0,3,0,6,0,0,0,2,3,11,0,1,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,13,4,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,8,0,0,0,6,0,0,3,0,0,0,0,0,0,0,100,0,0,0,0,6,11,0,0,0,0,2,5,0,0,7,1,0,0,8,0
"f__Thalassiosiraceae",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
"f__Onygenales_fam_Incertae_sedis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0
"f__Acrospermaceae",0,6,0,0,1,0,0,7,0,0,80,0,0,0,0,0,0,0,0,6,0,3,0,0,2,0,0,0,0,0,149,3,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,111,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,2,0
"f__Steccherinaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,3,0,0,0,4,20,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,27,1,4,7,0,10,0,0,4,0,0,0,0,111,16,3,0,0,10,7,4,8,0,0,24,0,0,5,0,0,0,11,6,0,0,2,0,0,0,6,6,1,0,0,2,0,2,0,0,18,0,2,7,0,20
"f__Basidiobolomycota_fam_Incertae_sedis",0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,11,0,0,19,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,59,0,19,0,0,0
"f__Cunninghamellaceae",0,0,0,0,0,0,0,0,19,0,0,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,15,0,0,0,0,130,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,14,7,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,74,0,0,6,0,0,7,0,0,17,0,5,0,0,0,0,0,0,0,0,6,28,0,0,32,0,0,0,13,0,0,4,0,0,4,0,0,163,3,0,1,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,1,18,3,0,0,0,0,8,0,1,23
"f__GS08_fam_Incertae_sedis",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,2,0,1,0,25,0,10,12,0,14,0,0,0,1,4,0,0,12,0,0,0,0,88,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"f__Phaeoseptaceae",1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,59,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,36,0,14,0,0,37,5,0,0,0,0,0,4,1,5,0,0,0,26,0,0,7,0,0,0,0,0,0,0,0,39,0,0,0,0,0,52,0,0,0,0,0,0,5,3,2,3,0,0,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,16,0,0,0,0,0,0,0,16,0,8,0,0,0,3,3,6,0,10,0,7,4,5,0
"f__Bulleraceae",19,4,0,0,10,0,0,6,0,0,0,0,0,13,0,0,3,0,0,4,0,0,0,0,0,15,0,8,0,1,11,0,6,10,2,39,0,75,0,0,15,0,0,0,0,0,3,0,1,0,11,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,93,0,0,4,0,0,0,0,0,55,0,0,5,1,0,37,0,20,0,22,0,1,0,0,0,10,0,4,17,0,4,1,0,9,11,0,11,36,0,0,22,0,0,14,5,4,7,0,0,3,4,4,2,7,2,7,2,7,8,0
"f__Gelatinodiscaceae",0,0,0,0,8,10,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,4,44,17,0,3,14,5,91,0,2,0,8,0,0,0,0,0,0,0,0,41,0,0,0,0,0,3,5,4,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,7,0,0,0,0,2,16,13,0,3,7,15,0,0,0
"f__Lipomycetaceae",0,0,4,0,0,0,0,0,4,0,0,7,0,0,2,0,0,22,0,0,14,0,0,10,0,0,0,0,1,0,0,8,0,13,0,0,30,0,0,0,0,4,0,0,5,0,0,0,0,12,0,0,5,0,0,11,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,6,0,0,7,0,0,3,0,0,10,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,1,0,0,7,0,0,8,0,0,66,0,0,1,0,0,3,0,0,0,0,0,0,0,0,5,0,0,2,0,0,5,0,0,12,0,0,5,0,0,2
"f__Microstromataceae",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,13,0,0,52,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,92,0,0,0,0
"f__Naviculisporaceae",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,39,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,8,0,0,0,0,0,0,0
"f__Laboulbeniomycetes_fam_Incertae_sedis",0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,8,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,110,0,0,28,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0,0,0,0,0,19
"f__Malasseziaceae",0,0,0,0,0,0,3,0,23,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,231,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,5,0
"f__Cyphellophoraceae",0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,42,0,0,3,0,0,9,0,0,0,33,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,36,0,4,1,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,77,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,3,0,6,0,0,0
"f__Mollisiaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Libertasomycetaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Stictidaceae",0,0,3,2,0,0,0,7,0,0,77,0,0,3,8,11,0,6,0,0,0,0,0,4,0,0,0,9,0,0,92,7,0,0,6,7,16,61,0,0,0,0,0,0,1,0,3,0,1,0,8,63,0,0,0,0,3,0,56,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,18,0,0,3,0,0,1,0,0,0,0,3,5,0,0,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,4,0,0,0,189,0,0,2,4,0,0,0,0,0,0,0,12,15,1,1,0,0,9,6,2,3,3,3,5,0,7,2,3
"f__Pulvinulaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,87,0,0,75,0,0,0,0,0,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,10,0,0,2,0,0,14,0,0,0,0,0,21
"f__Apiosporaceae",8,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,2,0,0,0,0,0,5,7,0,4,1,4,0,0,1,0,0,3,2,7,22,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0,5,0,1,5,2,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,13,44,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0
"f__GS13_fam_Incertae_sedis",0,0,31,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,95,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0
"f__Cryptocoryneaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,2,0,6,0,23,0,5,9,0,0,16,2,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,12,0,0,0
"f__Candelariaceae",0,0,0,0,0,0,0,0,0,0,10,0,10,2,0,0,0,0,0,5,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,9,25,0,7,5,0,0,0,0,14,0,0,0,0,0,6,6,0,0,0,0,0,0,13,6,0,0,0,0,2,3,4,0,37,14,0,0,0,0
"f__Chlamydomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,73,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,40,0,0,0,0,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,8,1,4,13,0
"f__Tubeufiaceae",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,7,23,0,0,30,31,0,0,17,0,0,0,0,15,0,9,0,0,0,0,55,0,8,0,0,0,12,11,0,0,0,0,0,21,0,1,0,0,0,0,0,0,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,6,0,0,0,0,0,0,0,41,2,0,0,0,0,0,0,0,208,0,0,4,0,0,0,0,0,3,0,0,200,1,1,0,0
"f__Lophiotremataceae",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,16,0,5,0,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,15,0,22,0,0,0
"f__Xylariales_fam_Incertae_sedis",0,0,0,0,4,0,0,0,5,0,0,3,0,0,4,0,0,10,0,1,0,0,0,0,0,1,4,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,41,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,2,0,0,9,0,20,0,0,13,0,0,0,0,0,0,0,0,0,3,9,0,0,6,4,0,34,0,2,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,2,74,16
"f__Eunotiaceae",0,0,0,0,0,0,14,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,54,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,13,1,15,0,0,16,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f__Physciaceae",0,0,0,0,0,21,0,7,0,0,0,20,0,0,0,0,0,0,0,0,0,26,0,18,62,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,0,0,0,0,0,0,0,1,0,27,0,6,0,0,0,0,0,5,18,0,11,40,8,0,0,12,12,0,5,0,4,0,19,0
"f__Saccharomycetaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,55,27,7,0,0,7
"f__Cryphonectriaceae",0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,72,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"f__Sclerodermataceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,6,14,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,8,0,0,18,0,0,0
"f__Ascodesmidaceae",0,0,0,0,0,0,0,2,6,0,3,14,0,5,0,0,0,43,0,16,0,0,0,2,0,0,13,0,0,0,0,0,10,0,0,0,16,0,0,0,0,0,0,0,14,0,8,0,15,16,0,0,21,0,0,3,5,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,12,0,0,6,0,0,11,0,0,6,0,1,1,0,4,7,0,0,13,0,0,3,0,0,28,0,0,3,5,0,0,1,0,12,0,0,15,22,0,0,0,10,5,0,0,0,44,0,0,0,0,0,0,0,6,0,0,1,13,0,2,52,9,2,17,0,0,4
"f__Fomitopsidaceae",0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,19,0,0,0,15,5,0,9,0,0,0,1,0,0,0,0,0,35,0,0,0,0,9,0,0,0,0,0,0,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,43,0,0,30,22,60,0,5,0,115,19,0,0,0,16,0,4,0,0,0,5,21,0,2,2,0,0
